Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
a55 Pool #2;Pool;13/09/2025;69.0;R$ 107.867,61;R$ 0,00;R$ 107.867,61;R$ 358.969,61;R$ 0,00;R$ 2.000,00;R$ 821.895.320,03;R$ 0,00;100,0%;20,0%;332,8%;251.278,7%;5,0%;Concentração máx por sacado, Concentração máx por cedente em percentual, Inadimplência percentual máxima da carteira;12/09/2025;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool M2 #1;Pool;19/10/2025;105.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;;
Teddy Hub Pool 1;Pool;30/10/2025;116.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R$ 0,00;;20,0%;;0,0%;;;10/11/2025;TEDDY HUB DIGITAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Dinie Pool #2;Pool;30/11/2025;147.0;R$ 899.959,53;R$ 722.124,48;R$ 177.835,05;R$ 1.047.914,96;R$ 271.822,25;R$ 6.000,00;R$ 1,54;R$ 0,00;19,6%;20,0%;64,6%;82.233,6%;12,4%;Concentração máx por sacado;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;172.0;R$ 1.154.344,70;R$ 891.314,34;R$ 263.030,36;R$ 1.020.397,70;R$ 124.111,01;R$ 10.000,00;R$ 1,17;R$ 0,00;22,8%;20,0%;2,8%;164,0%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;178.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;209.0;R$ 986.541,63;R$ 831.557,55;R$ 154.984,08;R$ 841.277,03;R$ 0,00;R$ 4.500,00;R$ 1,14;R$ 66.700,68;15,7%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;210.0;R$ 12.428,41;R$ 0,01;R$ 12.428,40;R$ 0,00;R$ 0,00;;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;236.0;R$ 16.385.804,47;R$ 6.967.082,68;R$ 9.418.721,79;R$ 19.736.039,61;R$ 1.572.265,80;R$ 100.000,00;R$ 3,18;R$ 1.819.153,60;57,5%;35,0%;51,6%;6.069.112,9%;41,6%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;244.0;R$ 6.735,16;R$ 0,01;R$ 6.735,15;R$ 69.945,81;R$ 1.735,16;R$ 5.000,00;R$ 9.266.226,53;R$ 0,00;100,0%;15,0%;1.038,5%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;347.0;R$ 892.926,58;R$ 667.446,98;R$ 225.479,60;R$ 820.746,72;R$ 62.179,86;R$ 10.000,00;R$ 1,25;R$ 0,00;25,3%;20,0%;;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;412.0;R$ 1.164.478,93;R$ 916.882,29;R$ 247.596,64;R$ 1.134.624,10;R$ 37.212,19;R$ 9.000,00;R$ 1,43;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Formento Pool #1;Pool;15/09/2026;436.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;65,0%;20,0%;;0,0%;;Concentração máx por sacado;15/09/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Digcap Pool #3;Pool;03/10/2026;454.0;R$ 2.218.479,49;R$ 1.385.096,28;R$ 833.383,20;R$ 2.215.064,87;R$ 0,00;R$ 5.000,00;R$ 2,03;R$ 0,00;37,6%;15,0%;9,8%;0,0%;4,5%;;28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;474.0;R$ 2.240.240,17;R$ 1.746.461,50;R$ 493.778,67;R$ 2.236.897,55;R$ 9,29;R$ 3.333,33;R$ 1,34;R$ 0,00;22,0%;20,0%;0,3%;0,0%;2,7%;;23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;477.0;R$ 87.733,53;R$ 91.226,34;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
Rhino Pool #1;Pool;26/10/2026;477.0;R$ 0,00;;;R$ 0,00;;R$ 2.700,00;;R$ 0,00;;20,0%;;0,0%;;;26/10/2026;Rhino Holding & Participacoes S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
C4 Pool #1;Pool;27/10/2026;478.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;40,0%;;0,0%;;;23/07/2025;C4 CAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
DS Pool #2;Pool;11/11/2026;493.0;R$ 1.446.948,24;R$ 1.582.397,91;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,29;R$ 0,00;-9,4%;20,0%;141,6%;602.019,0%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;537.0;R$ 69.308,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.225,51;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;;25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;602.0;R$ 10.434.897,32;R$ 8.307.240,82;R$ 2.127.656,50;R$ 7.258.577,58;R$ 3.553.380,10;R$ 25.000,00;R$ 1,02;R$ 0,00;20,4%;20,0%;7,8%;402.060,4%;1,8%;Percentual mínimo de garantias;28/07/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;617.0;R$ 22.471.893,75;R$ 18.026.863,75;R$ 4.445.030,00;R$ 18.533.339,45;R$ 0,00;R$ 0,00;R$ 1,06;R$ 0,00;19,8%;10,0%;2,0%;415.913,4%;3,0%;;13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;628.0;R$ 143.521,14;R$ 76.119,08;R$ 67.402,06;R$ 0,00;R$ 1.142,14;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;;26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;634.0;R$ 12.552.413,70;R$ 0,00;R$ 12.552.413,70;R$ 12.549.430,55;R$ 2.889,51;R$ 0,00;;R$ 0,00;100,0%;1,0%;3,5%;0,0%;1,6%;;;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;708.0;R$ 1.405.032,00;R$ 1.012.896,25;R$ 392.135,75;R$ 1.067.727,29;R$ 312.691,71;R$ 25.000,00;R$ 1,13;R$ 0,00;27,9%;25,0%;2,8%;387,0%;6,7%;;13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;708.0;R$ 1.329.652,62;R$ 1.005.884,26;R$ 323.768,36;R$ 379.175,84;R$ 925.476,78;R$ 25.000,00;R$ 0,39;R$ 0,00;24,4%;25,0%;;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;718.0;R$ 940.587,26;R$ 755.045,77;R$ 185.541,49;R$ 349.308,74;R$ 566.278,52;R$ 25.000,00;R$ 0,48;R$ 0,00;19,7%;20,0%;;0,0%;5,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;737.0;R$ 1.100.574,50;R$ 964.901,64;R$ 135.672,85;R$ 2.194.500,19;R$ 670.497,87;R$ 25.000,00;R$ 2,65;R$ 0,00;12,3%;30,0%;185,9%;1.394.467,9%;35,4%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;761.0;R$ 1.408.462,82;R$ 1.512.370,86;R$ 0,00;R$ 0,00;R$ 22.734,97;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;844.0;R$ 23.678.812,19;R$ 20.665.849,10;R$ 3.012.963,09;R$ 21.742.678,21;R$ 0,00;R$ 0,00;R$ 1,09;R$ 0,00;12,7%;10,0%;0,9%;200.006,1%;2,8%;;14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;866.0;R$ 4.631.014,52;R$ 1.982.470,27;R$ 584.184,34;R$ 0,00;R$ 2.060,49;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;870.0;R$ 45.823.279,20;R$ 38.188.944,40;R$ 5.950.891,87;R$ 39.077.322,64;R$ 1.856.714,83;R$ 18.000,00;R$ 1,08;R$ 5.004.495,28;16,7%;15,0%;2,8%;99.956,6%;3,1%;;21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Syntheo Pool #1;Pool;30/11/2027;877.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.225,00;;R$ 0,00;;30,0%;;0,0%;;;28/12/2026;SYNTHÉO SECURITIZADORA DE CRÉDITOS S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Formento Pool #4;Pool;02/12/2027;879.0;R$ 2.545.571,14;R$ 2.036.542,00;R$ 509.029,14;R$ 2.117.260,02;R$ 404.246,68;R$ 25.000,00;R$ 1,08;R$ 0,00;20,0%;20,0%;0,5%;935,6%;4,2%;;02/08/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;887.0;R$ 6.742.579,33;R$ 5.062.765,26;R$ 1.679.814,07;R$ 6.742.183,62;R$ 0,00;R$ 25.000,00;R$ 1,69;R$ 0,00;24,9%;25,0%;0,4%;95,9%;1,9%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
BMDC Pool #2;Pool;30/12/2027;907.0;R$ 598.715,07;R$ 399.822,88;R$ 198.892,19;R$ 533.761,06;R$ 39.954,01;R$ 25.000,00;R$ 1,79;R$ 0,00;33,2%;20,0%;;0,0%;2,0%;Concentração máx por sacado;30/12/2027;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
UnionNational Pool #5;Pool;03/01/2028;911.0;R$ 9.746.563,61;R$ 7.615.953,00;R$ 2.130.610,60;R$ 8.458.359,82;R$ 1.260.453,62;R$ 30.000,00;R$ 1,14;R$ 0,00;21,9%;20,0%;1,1%;2.249,8%;2,1%;;02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;911.0;R$ 11.250.259,12;R$ 8.176.882,69;R$ 3.073.376,42;R$ 10.808.110,26;R$ 437.158,89;R$ 22.500,00;R$ 1,36;R$ 0,00;27,3%;20,0%;5,7%;17.510,0%;3,7%;;02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
a55 Cartão Pool #2;Pool;14/02/2028;953.0;R$ 10.997.532,10;R$ 9.926.295,15;R$ 1.071.236,95;R$ 11.023.796,61;R$ 67.029,74;R$ 25.000,00;R$ 1,26;R$ 0,00;9,7%;10,0%;8,9%;110.208,3%;1,6%;;14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;953.0;R$ 1.820.603,05;R$ 1.608.431,31;R$ 212.171,74;R$ 1.807.429,41;R$ 0,00;R$ 15.000,00;R$ 1,81;R$ 0,00;11,7%;10,0%;;0,0%;3,7%;;14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;969.0;R$ 2.566.061,73;R$ 2.069.237,16;R$ 496.824,57;R$ 2.558.123,52;R$ 1.688,21;R$ 6.250,00;R$ 1,27;R$ 0,00;19,4%;20,0%;1,6%;0,0%;2,3%;;30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;975.0;R$ 26.930.840,67;R$ 21.182.171,82;R$ 2.016.167,36;R$ 6.048.108,55;R$ 321.818,82;R$ 30.000,00;R$ 0,29;R$ 20.532.930,25;21,4%;25,0%;3,4%;2.016,9%;2,7%;;07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;985.0;R$ 8.708.811,53;R$ 6.535.774,31;R$ 2.173.037,22;R$ 2.780.507,58;R$ 1.479.095,74;R$ 30.000,00;R$ 0,43;R$ 4.419.208,21;25,0%;25,0%;;0,0%;3,8%;;17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1027.0;R$ 4.224.000,78;R$ 2.596.854,12;R$ 1.627.146,66;R$ 4.121.015,90;R$ 117.067,11;R$ 7.500,00;R$ 1,66;R$ 0,00;38,5%;20,0%;1,5%;20.605,1%;1,8%;;31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1065.0;R$ 156.137,06;R$ 74.629,87;R$ 51.717,83;R$ 0,00;R$ 20.771,47;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1152.0;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1364.0;R$ 634.492,51;R$ 634.626,41;R$ 0,00;R$ 0,00;R$ 14.856,33;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi High Yield Pool #1;Pool;18/06/2029;1443.0;R$ 0,00;;;R$ 0,00;;R$ 1.500,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB / Ativo Judicial / Nota Comercial / Recebível de Cartão / CPR;
AmFi Alta Liquidez #2;Pool;;;R$ 3.366.064,69;R$ 1.897.018,58;R$ 514.920,74;R$ 0,00;R$ 38.507,20;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
