Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
Allya #2;Pool;06/01/2025;-172.0;R$ 0,00;;;R$ 0,00;;;;R$ 0,00;;1,0%;;0,0%;;;;ALLYA SERVIÇOS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Privada;CCB;Produto Encerrado
UnionNational Pool #2;Pool;24/01/2025;-154.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;20,0%;;0,0%;;;;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Produto Encerrado
Resolvvi #1;Pool;18/02/2025;-129.0;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;1,0%;;0,0%;;;;Resolvvi Tecnologia Ltda;;Oferta Privada;Ativo Judicial;Produto Encerrado
Dinie Pool #1;Pool;01/04/2025;-87.0;R$ 0,02;R$ 0,01;R$ 0,01;R$ 0,00;R$ 0,02;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;Prazo máximo por ativo (dias), Concentração máx por sacado;;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
Plin Pool #1;Pool;19/04/2025;-69.0;R$ 0,00;;;R$ 0,00;;R$ 30.000,00;;R$ 0,00;;20,0%;;0,0%;;;;GARANTIZA SOLUCOES FINANCEIRAS LTDA;AMFI REPRESENTAÇÃO OPERACIONAL LTDA;Oferta Pública;Duplicata;Pré-captação
LC INVESTE Pool #1;Pool;11/05/2025;-47.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;100,0%;20,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Produto Encerrado
AmFi Pool de Unitokens ;Pool;23/05/2025;-35.0;R$ 94,14;R$ 0,01;R$ 94,13;R$ 0,00;R$ 94,14;R$ 0,00;R$ 0,00;R$ 0,00;;10,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Privada;Duplicata / Recebível de Cartão;Captação finalizada
NLT Tech One;Pool;31/05/2025;-27.0;R$ 1.522.412,64;R$ 0,00;R$ 1.522.412,64;R$ 1.569.497,57;R$ 0,00;R$ 0,00;;R$ 0,00;100,0%;1,0%;103,1%;47.084,9%;1,9%;;;Next Level Tecnologia LTDA;;Oferta Privada;CCB / Nota Comercial;Captação finalizada
Flowins Café Pool #1;Pool;14/06/2025;-13.0;R$ 0,04;R$ 0,00;R$ 0,04;R$ 0,00;R$ 0,04;R$ 0,00;;R$ 0,00;;;;0,0%;;Concentração máx por sacado;;Flowins;;;CCB;
Blipay Pool #1;Pool;26/07/2025;29.0;R$ 5.153.345,71;R$ 1.569.682,61;R$ 3.583.663,10;R$ 6.770.445,18;R$ 1.714.307,45;R$ 5.000,00;R$ 4,57;R$ 0,00;69,5%;30,0%;61,7%;2.994.759,4%;40,9%;;26/07/2025;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Digcap Pool #2;Pool;14/08/2025;48.0;R$ 995.384,30;R$ 485.668,23;R$ 509.716,07;R$ 986.274,27;R$ 0,00;R$ 1.500,00;R$ 2,91;R$ 0,00;51,2%;10,0%;21,4%;0,0%;4,0%;Prazo máximo por ativo (dias), Concentração máx por cedente em percentual;16/07/2025;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Privada;Ativo Judicial;Captação finalizada
DS Pool #1;Pool;17/08/2025;51.0;R$ 364.449,21;R$ 350.069,49;R$ 14.379,72;R$ 495.180,89;R$ 0,00;R$ 2.500,00;R$ 1,41;R$ 0,00;4,0%;20,0%;135,9%;130.821,2%;3,5%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;17/08/2025;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
a55 Pool #2;Pool;13/09/2025;78.0;R$ 238.221,93;R$ 144.228,49;R$ 93.993,44;R$ 358.969,61;R$ 134.785,83;R$ 5.000,00;R$ 2,49;R$ 0,00;39,5%;20,0%;150,7%;251.278,7%;5,0%;Concentração máx por sacado, Concentração máx por cedente em percentual, Inadimplência percentual máxima da carteira;12/09/2025;a55 Consultoria em Credito Ltda.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool M2 #1;Pool;19/10/2025;114.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;;
Teddy Hub Pool 1;Pool;30/10/2025;125.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;;R$ 0,00;;20,0%;;0,0%;;;10/11/2025;TEDDY HUB DIGITAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Dinie Pool #2;Pool;30/11/2025;156.0;R$ 930.712,96;R$ 718.422,75;R$ 212.290,21;R$ 967.319,68;R$ 1.947,17;R$ 6.000,00;R$ 1,44;R$ 0,00;22,8%;20,0%;12,3%;42.477,4%;12,5%;Concentração máx por sacado;31/07/2025;DINIE CORRESPONDENTE BANCÁRIO E MEIOS DE PAGAMENTOS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
UnionNational Pool #4;Pool;25/12/2025;181.0;R$ 1.146.386,24;R$ 887.239,92;R$ 259.146,32;R$ 1.056.382,04;R$ 81.022,99;R$ 10.000,00;R$ 1,21;R$ 0,00;22,6%;20,0%;1,3%;1.018,8%;2,1%;;25/12/2025;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
MMK Private;Pool;31/12/2025;187.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;1,0%;;0,0%;;;;MMK Partners;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB / Nota Comercial;Produto Encerrado
LC Investe Pool #2;Pool;31/01/2026;218.0;R$ 981.047,40;R$ 826.933,49;R$ 154.113,91;R$ 835.699,49;R$ 0,00;R$ 4.500,00;R$ 1,14;R$ 66.608,63;15,7%;10,0%;;0,0%;2,2%;Concentração máx por sacado;05/01/2026;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Ativo Judicial;Captação finalizada
Up Vendas #1;Pool;01/02/2026;219.0;R$ 1.513.262,19;R$ 0,01;R$ 1.513.262,18;R$ 769.821,65;R$ 743.440,54;;R$ 84.206.111,85;R$ 0,00;100,0%;20,0%;6,9%;0,0%;1,7%;;;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
SuperSim Pool #1;Pool;27/02/2026;245.0;R$ 15.871.702,09;R$ 6.931.368,23;R$ 8.940.333,85;R$ 18.820.345,14;R$ 1.080.112,64;R$ 100.000,00;R$ 3,13;R$ 1.818.777,09;56,3%;35,0%;49,8%;5.274.921,5%;41,7%;;27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
Mooney Pool #1;Pool;07/03/2026;253.0;R$ 7.285,66;R$ 0,01;R$ 7.285,65;R$ 69.945,81;R$ 2.285,66;R$ 5.000,00;R$ 9.311.908,85;R$ 0,00;100,0%;15,0%;960,1%;69.945,8%;8,8%;;06/09/2025;Mooney S.A. Companhia Securitizadora;;Oferta Pública;Duplicata;Produto Encerrado
UnionNational Pool #3;Pool;18/06/2026;356.0;R$ 888.226,30;R$ 664.395,91;R$ 223.830,39;R$ 825.640,24;R$ 52.586,06;R$ 10.000,00;R$ 1,27;R$ 0,00;25,2%;20,0%;;0,0%;2,1%;;18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;421.0;R$ 1.159.476,60;R$ 912.373,70;R$ 247.102,90;R$ 1.129.875,92;R$ 20.600,68;R$ 9.000,00;R$ 1,44;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;Concentração máx por sacado;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Formento Pool #1;Pool;15/09/2026;445.0;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;65,0%;20,0%;;0,0%;;Concentração máx por sacado;15/09/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Produto Encerrado
Digcap Pool #3;Pool;03/10/2026;463.0;R$ 2.291.004,66;R$ 1.474.398,05;R$ 816.606,60;R$ 2.190.703,04;R$ 95.092,25;R$ 5.000,00;R$ 1,90;R$ 0,00;35,6%;15,0%;9,5%;0,0%;4,5%;;28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;483.0;R$ 2.226.500,60;R$ 1.738.282,29;R$ 488.218,31;R$ 2.210.582,90;R$ 12.584,37;R$ 3.333,33;R$ 1,32;R$ 0,00;21,9%;20,0%;1,5%;0,0%;2,4%;;23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;486.0;R$ 87.370,13;R$ 90.840,29;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
Rhino Pool #1;Pool;26/10/2026;486.0;R$ 0,00;;;R$ 0,00;;R$ 2.700,00;;R$ 0,00;;20,0%;;0,0%;;;26/10/2026;Rhino Holding & Participacoes S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
C4 Pool #1;Pool;27/10/2026;487.0;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;100,0%;40,0%;;0,0%;;;23/07/2025;C4 CAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Produto Encerrado
DS Pool #2;Pool;11/11/2026;502.0;R$ 1.452.152,91;R$ 1.574.286,27;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,30;R$ 0,00;-8,4%;20,0%;141,1%;596.866,3%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;546.0;R$ 69.013,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.866,67;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;;25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;611.0;R$ 11.057.840,94;R$ 8.683.559,79;R$ 2.374.281,15;R$ 6.864.269,01;R$ 4.335.758,79;R$ 25.000,00;R$ 0,92;R$ 0,00;21,5%;20,0%;7,4%;167.186,9%;1,8%;Percentual mínimo de garantias;28/06/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;626.0;R$ 22.199.709,22;R$ 17.962.168,02;R$ 4.237.541,20;R$ 18.853.687,61;R$ 0,00;R$ 0,00;R$ 1,08;R$ 0,00;19,1%;10,0%;3,9%;541.833,7%;3,0%;;13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;637.0;R$ 142.856,52;R$ 75.855,24;R$ 67.001,28;R$ 0,00;R$ 2.608,08;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;;26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;643.0;R$ 12.504.001,80;R$ 0,00;R$ 12.504.001,80;R$ 12.488.814,29;R$ 15.094,25;R$ 0,00;;R$ 0,00;100,0%;1,0%;4,8%;0,0%;1,6%;;;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;717.0;R$ 1.369.294,44;R$ 1.000.838,50;R$ 368.455,94;R$ 369.294,44;R$ 975.000,00;R$ 25.000,00;R$ 0,40;R$ 0,00;26,9%;25,0%;;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Faighus Pool #1;Pool;14/06/2027;717.0;R$ 1.438.950,88;R$ 1.007.703,97;R$ 431.246,91;R$ 763.044,16;R$ 650.906,72;R$ 25.000,00;R$ 0,82;R$ 0,00;30,0%;25,0%;0,4%;0,0%;7,0%;;13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;727.0;R$ 974.084,30;R$ 751.258,27;R$ 222.826,03;R$ 9.863,13;R$ 939.221,17;R$ 25.000,00;R$ 0,01;R$ 0,00;22,9%;20,0%;;0,0%;6,9%;;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Em captação
Blipay Pool #2;Pool;13/07/2027;746.0;R$ 1.347.901,87;R$ 959.955,39;R$ 387.946,48;R$ 2.155.682,44;R$ 680.693,87;R$ 25.000,00;R$ 2,66;R$ 0,00;28,8%;30,0%;94,9%;1.118.518,8%;35,4%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;770.0;R$ 1.370.992,68;R$ 1.474.428,25;R$ 0,00;R$ 0,00;R$ 61.690,19;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;853.0;R$ 23.563.204,31;R$ 20.557.911,06;R$ 3.005.293,25;R$ 21.096.753,63;R$ 0,00;R$ 0,00;R$ 1,06;R$ 0,00;12,8%;10,0%;1,2%;160.859,2%;2,8%;;14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;875.0;R$ 4.607.668,31;R$ 1.973.407,90;R$ 580.027,82;R$ 0,00;R$ 12.889,02;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;879.0;R$ 45.442.447,55;R$ 38.018.673,27;R$ 5.748.960,96;R$ 37.894.692,38;R$ 7.641.263,71;R$ 18.000,00;R$ 1,04;R$ 0,00;16,3%;15,0%;2,1%;90.772,3%;3,1%;;21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Syntheo Pool #1;Pool;30/11/2027;886.0;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.225,00;;R$ 0,00;;30,0%;;0,0%;;;28/12/2026;SYNTHÉO SECURITIZADORA DE CRÉDITOS S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Cancelada
Formento Pool #4;Pool;02/12/2027;888.0;R$ 2.605.793,89;R$ 2.026.890,57;R$ 578.903,32;R$ 1.722.988,32;R$ 857.805,57;R$ 25.000,00;R$ 0,89;R$ 0,00;22,2%;20,0%;4,6%;0,0%;3,6%;Concentração máx por cedente em percentual;02/07/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Baru Pool #2;Pool;10/12/2027;896.0;R$ 6.739.868,37;R$ 5.039.054,80;R$ 1.700.813,57;R$ 6.708.340,95;R$ 6.536,04;R$ 25.000,00;R$ 1,70;R$ 0,00;25,3%;25,0%;0,1%;8,6%;1,9%;Concentração máx por sacado;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
Poenatela Pool #1;Pool;03/01/2028;920.0;R$ 11.149.913,43;R$ 8.170.357,47;R$ 2.979.555,96;R$ 10.913.616,25;R$ 235.270,01;R$ 22.500,00;R$ 1,37;R$ 0,00;26,7%;20,0%;4,2%;21.472,8%;3,8%;;02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
UnionNational Pool #5;Pool;03/01/2028;920.0;R$ 9.723.974,29;R$ 7.610.728,11;R$ 2.113.246,19;R$ 8.665.249,21;R$ 1.036.053,43;R$ 30.000,00;R$ 1,16;R$ 0,00;21,7%;20,0%;1,7%;7.328,3%;2,1%;;02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
a55 Cartão Pool #2;Pool;14/02/2028;962.0;R$ 10.638.454,26;R$ 9.562.714,41;R$ 1.075.739,85;R$ 10.658.827,02;R$ 7.921,38;R$ 25.000,00;R$ 1,22;R$ 0,00;10,1%;10,0%;9,6%;53.294,1%;1,6%;;14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
Digcap Pool #4;Pool;14/02/2028;962.0;R$ 1.798.965,83;R$ 1.601.381,54;R$ 197.584,29;R$ 1.697.020,66;R$ 86.945,17;R$ 15.000,00;R$ 1,73;R$ 0,00;11,0%;10,0%;;0,0%;3,8%;;14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;978.0;R$ 2.593.247,99;R$ 2.067.341,73;R$ 525.906,26;R$ 2.585.981,66;R$ 1.016,33;R$ 6.250,00;R$ 1,29;R$ 0,00;20,3%;20,0%;0,5%;0,0%;2,3%;;30/06/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;984.0;R$ 27.092.933,37;R$ 21.085.342,85;R$ 2.293.399,92;R$ 5.369.792,55;R$ 1.187.958,23;R$ 30.000,00;R$ 0,26;R$ 20.508.485,45;22,2%;25,0%;0,0%;3.302,9%;2,6%;;07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;994.0;R$ 8.682.310,52;R$ 6.506.633,58;R$ 2.175.676,94;R$ 2.812.259,32;R$ 1.510.642,89;R$ 30.000,00;R$ 0,45;R$ 4.329.408,31;25,1%;25,0%;;0,0%;3,8%;;17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1036.0;R$ 3.105.325,04;R$ 2.526.959,41;R$ 578.365,63;R$ 2.678.720,45;R$ 439.068,11;R$ 7.500,00;R$ 1,11;R$ 0,00;18,6%;20,0%;0,2%;13.393,6%;1,7%;;31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
AmFi Renda Mensal #2;Pool;05/06/2028;1074.0;R$ 75.214,86;R$ 20.015,50;R$ 25.556,14;R$ 0,00;R$ 2.186,82;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;;05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1161.0;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;;;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1373.0;R$ 571.448,63;R$ 571.983,19;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;;31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi High Yield Pool #1;Pool;18/06/2029;1452.0;R$ 0,00;;;R$ 0,00;;R$ 1.500,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB / Ativo Judicial / Nota Comercial / Recebível de Cartão / CPR;
Sector Condo #1;Pool;;;R$ 0,00;;;R$ 0,00;;R$ 0,00;;R$ 0,00;;100,0%;;0,0%;;;;SECTOR TECNOLOGIA EM COBRANCA LTDA;;Oferta Privada;;
ABRL Stake Pool;Pool;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;R$ 0,00;;;;0,0%;;;;AMFI CONSULTING LTDA;;;CCB;
AmFi Alta Liquidez;Pool;;;R$ 4.918.285,12;R$ 2.145.734,09;R$ 1.031.061,52;R$ 0,00;R$ 24.489,85;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;;;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
